Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,001,000000049999,SinPlan,20210404,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,002,000000049999,SinPlan,20210504,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,003,000000049999,SinPlan,20210604,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,004,000000049999,SinPlan,20210704,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,005,000000049999,SinPlan,20210804,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,006,000000049999,SinPlan,20210904,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,007,000000049999,SinPlan,20211004,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,008,000000049999,SinPlan,20211104,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,009,000000049999,SinPlan,20211204,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,010,000000049999,SinPlan,20220104,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,011,000000049999,SinPlan,20220204,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,012,000000049999,SinPlan,20220304,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,013,000000049999,SinPlan,20220404,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,014,000000049999,SinPlan,20220504,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,015,000000049999,SinPlan,20220604,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,016,000000049999,SinPlan,20220704,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,017,000000049999,SinPlan,20220804,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,018,000000049999,SinPlan,20220904,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,019,000000049999,SinPlan,20221004,000000000044,470021,0806,2408,0044,400044
Lote10105_04,0001,C10105,T1560,20210404,040404,LENTES,020,000000999999,000000000000,000000999999,020,000000049999,SinPlan,20221104,000000000044,470021,0806,2408,0044,400044
